length_km,average_speed_kmh,gradient_pct,width_m,traffic_volume_trucks,quality_score,safety_score,traffic_density,days_since_maintenance,maintenance_urgency,capacity_utilization,target
1.2941192723825643,1.4769530204118666,0.695412598549498,-0.542115840493555,0.13213696110125078,1.6164603426159745,1.4336832179702186,-0.5544028744050795,-0.6321051468808631,0.3229590120917173,0.04296731092852177,0
1.2941192723825643,-0.8181815358753847,0.695412598549498,-0.542115840493555,0.7021580908181055,-1.1911299156441388,-1.2992133364306409,-0.4352917099963143,0.7330177001997807,0.13290030837601627,0.04296731092852177,1
0.576347712322645,-0.5960717401056507,-0.3797383728063394,-0.8662239573708779,-0.1876309897155214,0.9145627780509462,0.926467495412772,-0.504289030842855,1.7081054481145264,1.6533699381016245,0.04296731092852177,0
-0.8672602567866308,-1.336437726004764,1.3581768959606306,0.4572175198781895,-0.7298462106657003,-0.48923235107911045,-0.597413184102219,-0.19787363184104476,2.6831931960292716,1.6533699381016245,0.04296731092852177,1
0.39892103455502437,0.0702576472035513,-0.21772932232806252,-0.05595366517757088,0.813381725884809,0.21266521348591788,0.4201737138616298,-0.18709271215754406,-0.30707589757594783,-0.12051129657825192,0.04296731092852177,0
-1.8914960784451673,1.2548432246421326,-0.2766417043201632,-1.1903320742482002,0.7855758171181331,0.9145627780509462,0.8893099802122738,4.883748068442914,1.7081054481145264,1.6533699381016245,0.04296731092852177,0
0.8666822759423876,2.069245809131157,-0.7626688557549939,-1.3523861326868614,-0.7298462106657003,0.9145627780509462,0.7211051362585774,-0.6866020375909653,-0.6971109967418461,-0.12051129657825166,0.04296731092852177,0
1.6328429299389307,-0.670108338695562,-0.09990455834386118,1.6996319679079266,1.0358289960182157,-1.1911299156441388,-0.6223659564573609,-0.4279542666035771,-1.1521519457687273,-1.704333827542427,0.04296731092852177,1
0.3747264875867127,2.069245809131157,1.5496421374349578,-1.10930504502887,0.632643318901416,0.21266521348591788,-0.2857696852510739,-0.22969307862977328,-0.5020934471588969,-0.31057000029395293,0.04296731092852177,0
0.1892349608296549,1.328879823232044,1.048886890502102,-0.542115840493555,0.3128753680846438,0.9145627780509462,0.6520748034115725,-0.2620674041389358,-1.1521519457687273,-0.5639816052482208,0.04296731092852177,0
-0.27852628055770823,-0.892218134465296,-1.116143147707598,-0.8662239573708779,-0.6325255299823349,-1.1911299156441388,-1.3281721619679365,-0.42186991537269236,-1.0221402460467612,-1.577628025065293,0.04296731092852177,1
-0.7382226729556342,-0.3739619443359167,-0.49756313679054076,0.9433796951941736,-0.1876309897155214,-0.48923235107911045,-0.10509668673593457,-0.010507549802284565,-0.9571343961857782,-1.1341577163953238,0.04296731092852177,1
0.6086071082803942,-0.8181815358753847,-0.9099498107352455,-1.5684582106050766,0.8967994521848365,-1.1911299156441388,-1.4134626805392174,-0.23068035677244947,0.08295920158995036,-0.500628704009654,0.04296731092852177,1
-0.5124069012513899,-0.22588874715609403,-0.689028378264868,1.1324427633726115,-0.9383905264157691,0.9145627780509462,1.246474316249674,-0.46302866584031543,-1.0221402460467612,-0.4372758027710868,0.04296731092852177,0
-0.39949901539926763,-0.892218134465296,-1.3665207711740257,-1.5144401911255232,-0.6742343931323487,-1.1911299156441388,-1.5295668821485733,-0.3957940275587423,-0.8271226964638121,-1.3875693213495919,0.04296731092852177,1
0.02793798104090886,1.9211726119513346,-0.17354503583398703,1.1054337536328342,-1.1886437053158518,1.6164603426159745,2.0102969522283733,-0.6894419291086822,-0.8271226964638121,0.13290030837601627,0.04296731092852177,0
