equipment_age,operating_hours,daily_hours_worked,fuel_consumption_lh,productivity_score,downtime_hours,utilization_rate,health_score,fuel_efficiency,days_since_maintenance,cumulative_hours,target
0.049753013583873476,-0.5040804917487527,-0.5552863136739302,0.19216924036993968,-0.6901193659893189,-0.009705782383006454,-0.5552863136739301,-0.512320197608965,-0.5819059663401385,-0.17679015300200573,-0.6252732074016097,1
-0.3157793311139726,0.30788178213975165,0.34369317780837316,-0.8412004349772033,1.0569966342737214,-0.5940818087884162,0.3436931778083733,1.0801446902437266,1.2033930687517451,-0.10001758957532046,-0.4010440628405156,0
-1.0468440205096647,1.8017478566798921,-0.5552863136739302,-1.0522893005688092,-0.6901193659893189,0.42857623742105083,-0.5552863136739301,-0.4765398301467265,-0.5819059663401385,1.2818885521050143,-1.205176167473405,1
-0.6813116758118187,-0.3373527545298229,-0.5552863136739302,0.34393247706978713,-0.6901193659893189,-0.5940818087884162,-0.5552863136739301,-0.13066294467842168,-0.5819059663401385,0.2838452275581058,-0.7412537994159688,0
0.7808177029795657,1.6286978325675032,-0.5552863136739302,0.4846583874641914,-0.6901193659893189,1.7434222968332227,-0.5552863136739301,-1.3710490167026872,-0.5819059663401385,-1.1364471958355715,-0.718057681013097,1
-1.0468440205096647,-0.5134736037047487,-0.5552863136739302,0.40049877438518516,-0.6901193659893189,1.0129522638264605,-0.5552863136739301,-0.715075613228316,-0.5819059663401385,0.43739035441147633,0.7664938967706987,1
1.5118823923752578,1.2780818651331125,-0.5552863136739302,1.7001439468511512,-0.6901193659893189,-0.30189379558571133,-0.5552863136739301,-0.6792952457660776,-0.5819059663401385,0.8596394532582453,-0.7644499178188405,1
0.049753013583873476,0.3929617000488697,-0.5552863136739302,0.8944191265537793,-0.6901193659893189,0.42857623742105083,-0.5552863136739301,-0.6912220349201571,-0.5819059663401385,0.05352753727805005,1.694338632885571,1
-0.6813116758118187,-0.5608004370214981,0.5234890761048339,-1.6538235842154771,1.6913661343692297,-0.5940818087884162,0.5234890761048339,1.6173272737434665,4.415760294982965,0.6293217629781895,1.2536123832310067,0
1.1463500476774118,-0.4489862773914682,-0.5552863136739302,0.34945114022250895,-0.6901193659893189,0.42857623742105083,-0.5552863136739301,-0.9059042396935877,-0.5819059663401385,1.089957143538301,-0.1226906420060539,1
1.1463500476774118,-0.601624346676404,-0.5552863136739302,-1.4786060291165626,-0.6901193659893189,-0.5940818087884162,-0.5552863136739301,-0.488466619300806,-0.5819059663401385,-0.06163130786197784,-0.1226906420060539,0
-1.0468440205096647,-0.48366853692129974,-0.5552863136739302,-0.8191257823663163,-0.6901193659893189,2.6199863364413374,-0.5552863136739301,-1.3710490167026872,-0.5819059663401385,0.7060943264048748,0.03195014734642481,1
1.5118823923752578,1.1677127996501588,-0.5552863136739302,1.101368994780844,-0.6901193659893189,-0.5940818087884162,-0.5552863136739301,-0.5600273542252828,-0.5819059663401385,-0.9445157872688583,-1.0118751807828066,0
1.5118823923752578,1.1890279383195346,-0.5552863136739302,-1.1626625636232437,-0.6901193659893189,-0.5940818087884162,-0.5552863136739301,-0.5600273542252828,-0.5819059663401385,-0.10001758957532046,-1.0118751807828066,0
-0.3157793311139726,-0.6536477359711512,-0.5552863136739302,-0.41350404064126933,-0.6901193659893189,-0.5940818087884162,-0.5552863136739301,-0.20222367960289853,-0.5819059663401385,-0.9445157872688583,-1.2438363648115245,0
1.5118823923752578,-0.15364516108274637,2.681039855662362,0.6033096452477084,1.3351832593156043,-0.5940818087884162,2.681039855662362,0.9265276459391829,0.5004908803151323,1.3202748338183568,0.41082008125999764,0
-1.4123763652075108,1.067278756428355,-0.5552863136739302,-1.0191773216524789,-0.6901193659893189,-0.5940818087884162,-0.5552863136739301,0.012458525170532041,-0.5819059663401385,-0.5990392518487746,-1.2206402464086528,0
-0.6813116758118187,-0.4226133092073254,-0.5552863136739302,0.9468464265046359,-0.6901193659893189,-0.5940818087884162,-0.5552863136739301,-0.13066294467842168,-0.5819059663401385,-0.560652970135432,-0.3314557076319002,0
-1.4123763652075108,-0.8178465584326975,-0.5552863136739302,1.4462854418259523,-0.6901193659893189,-0.5940818087884162,-0.5552863136739301,0.012458525170532041,-0.5819059663401385,-0.7525843787021451,0.34896376551900615,0
-0.3157793311139726,-0.027741333518722433,2.8608357539588227,-0.8894887375635183,1.1869903842932927,-0.5940818087884162,2.860835753958822,1.1755590034763623,1.39654649086224,-0.9445157872688583,0.23298317350464715,0
1.1463500476774118,1.6809018586306352,-0.19569451708100885,0.599170647883167,1.1427925092866384,-0.5940818087884162,-0.19569451708100888,0.8568751972793591,0.39901078794306727,-0.7525843787021451,-1.0350712991856783,0
0.41528535828171953,0.5918427820402475,-0.5552863136739302,-1.2109508662095587,-0.6901193659893189,-0.15579978898435887,-0.5552863136739301,-0.5242469867630444,-0.5819059663401385,0.20707266413142056,-0.3391877470995241,1
1.1463500476774118,-1.2539037173129755,2.681039855662362,0.5315670242623262,1.8395590093915415,-0.5940818087884162,2.681039855662362,1.368295916206287,0.8028532187376437,-1.174833477548914,-0.6020770889987379,0
1.5118823923752578,-0.21036510635549172,-0.5552863136739302,1.2586508946334132,-0.6901193659893189,-0.5940818087884162,-0.5552863136739301,-0.5600273542252828,-0.5819059663401385,0.8596394532582453,0.2716433708427668,0
0.049753013583873476,-0.2571500293670874,-0.3754904153774695,1.6518556442648362,1.095994759279593,-0.5940818087884162,-0.3754904153774695,1.0372082492890409,0.1271537900252462,-1.2516060409755994,-0.3237236681642762,0
-0.6813116758118187,-0.40563345297917874,-0.5552863136739302,1.7166999363093163,-0.6901193659893189,-0.5940818087884162,-0.5552863136739301,-0.13066294467842168,-0.5819059663401385,1.4738199606717273,0.5345327127419807,0
-1.4123763652075108,-1.1774943642863154,-0.5552863136739302,-1.1681812267759655,-0.6901193659893189,-0.5940818087884162,-0.5552863136739301,0.012458525170532041,-0.5819059663401385,-0.33033527985537625,0.7432977783678268,0
