month,day_of_week,is_weekend,week_of_year,working_hours,rain_delay_hours,weather_delay_ratio,active_pits,strip_ratio,overburden_removed_bcm,production_ma7,production_ma30,production_lag1,production_lag7,ob_efficiency,workforce_present,target
1.4034713562040926,-1.0004373168193545,-0.6293927753799556,1.466863402825087,-0.8942258745280388,1.4970678412190015,1.6887606394488823,-1.342751074909893,1.1450496204206584,1.532029227771889,-0.7573388008402043,-0.8492017115165589,-1.3468036814230213,-0.991375150663914,1.9143507652923673,-1.3829328697728247,12389
1.4034713562040926,-0.49935172832577845,-0.6293927753799556,1.466863402825087,0.8210259688697682,-0.2785242495291166,-0.36183744899552067,1.1852949228031953,-1.2371535829939966,-1.2735465609821162,-0.6937791306027058,-0.7436665699696863,0.05382934936121136,-0.28344331243018256,-1.4542914082562401,-0.08384208622211636,12417
1.4034713562040926,0.0017338601677977569,-0.6293927753799556,1.466863402825087,-0.8942258745280388,0.31333978072025603,0.43561736317730276,1.1852949228031953,1.2904423041971385,0.5471824670391666,-0.4830865213033179,-0.6826643735209382,0.07094004956276394,-1.2801770760280637,0.920791746604552,1.2616447967411173,12126
1.4034713562040926,0.502819448661374,-0.6293927753799556,1.466863402825087,-0.32247526006210314,-0.8703882797784893,-0.8488544950010665,-1.342751074909893,-0.08519616538033728,1.3366008876264912,-0.4638426765082277,-0.6199464394754584,-0.10688901324622894,-0.10783705696511696,1.3881743461494453,0.4961091564344499,12301
1.4034713562040926,1.00390503715495,1.588832981751839,1.466863402825087,-0.32247526006210314,-1.462252310027862,-1.4440975512300671,-1.342751074909893,-1.2147854777976144,0.016000299977302235,-0.561271513585085,-0.70325932327508,5.2863013474679026e-05,-0.6952308034684723,0.12250547009127372,-0.47820893122858144,10280
1.4034713562040926,1.5049906256485264,1.588832981751839,1.466863402825087,-0.32247526006210314,-0.2785242495291166,-0.25361143877206604,1.1852949228031953,-0.8904479524500792,0.6335725337701071,-0.5268525226087233,-0.6857605824541595,-1.2349730336771598,-0.5593959995895714,0.7143891647825511,-1.174150422416461,11701
1.4034713562040926,-1.5015229053129309,-0.6293927753799556,1.5307891395990372,-0.32247526006210314,0.31333978072025603,0.34163161745693427,-1.342751074909893,-1.0805768466193248,-0.6839927272101568,-0.30076483747326316,-0.6447711993339323,-0.3666049984483663,-1.3493182149393963,-0.54837064207676,0.356920858196874,12153
1.4034713562040926,-1.0004373168193545,-0.6293927753799556,1.5307891395990372,-1.4659764889939744,-0.8703882797784893,-0.7827163776422887,-1.342751074909893,-1.2483376355921871,0.9104877206427977,-0.561821337722088,-0.7239884420829941,-0.0903894094804461,0.05308435483736478,1.6290054936722227,-0.7565855277037332,10015
1.4034713562040926,-0.49935172832577845,-0.6293927753799556,1.5307891395990372,-0.32247526006210314,-1.462252310027862,-1.4440975512300671,-1.342751074909893,1.301626356795329,1.7225543479136392,-0.6865214519942724,-0.7295061444194043,-1.3969135891561395,0.07021667244371264,1.7580736835122743,-0.6173972294661573,11283
1.4034713562040926,0.0017338601677977569,-0.6293927753799556,1.5307891395990372,1.392776583335704,-1.462252310027862,-1.4440975512300671,1.1852949228031953,0.3286137807527248,-0.7033721205579083,-0.6573807727331357,-0.681906712981986,-0.6220433086001156,-0.10783705696511696,-1.1273240592921647,1.6560116417475825,12391
