hour,day_of_week,is_weekend,is_day_shift,total_trucks_active,total_excavators_active,total_loaders_active,total_dozers_active,average_cycle_time_min,fuel_consumption_l,queue_time_loading_min,queue_time_dumping_min,trucks_per_excavator,production_per_truck,weather_impact_score,active_operators,target
-1.661324772583615,-0.00703058276138666,-0.6201736729460423,-1.0,-0.6285503149719128,1.3801482882286775,0.46307042059951786,1.2039732317869256,0.36294245518557,0.5161637790536938,-0.16665707862976264,-1.386099342828799,-1.1146256596093882,-0.5335926528882707,0.46017899330842227,-0.5643848860244004,371
-1.516861748880692,-0.00703058276138666,-0.6201736729460423,-1.0,-0.2780334439720852,-0.7027305257967851,1.3404670069986044,-1.2537535780510043,-0.6476739535946548,-1.7108816612452735,-1.668470401363586,-1.6394067301678876,0.11637231570145855,-0.24720871368193517,0.46017899330842227,1.2522061518917738,460
-1.372398725177769,-0.00703058276138666,-0.6201736729460423,-1.0,-0.2780334439720852,-1.3970234638052728,0.46307042059951786,-1.2537535780510043,0.6370079219734279,1.3094712457279085,-1.6470159253245313,1.5585990349881005,0.735198324911776,0.5787787513041849,0.46017899330842227,0.8989801167414067,606
-1.227935701474846,-0.00703058276138666,-0.6201736729460423,-1.0,-0.5117113579719703,-0.008437587788297523,-0.41432616579956877,-1.2537535780510043,0.5856206469507039,-0.3336117538247618,0.09079663383889304,0.1654084046231155,-0.4967502279861831,-0.7435555191256494,0.46017899330842227,0.4448323572623631,349
-1.0834726777719228,-0.00703058276138666,-0.6201736729460423,-1.0,-0.2780334439720852,0.6858553502201901,-1.2917227521986554,-0.02489017313203938,1.202267947223384,-1.2756643705003918,0.15516006195605667,0.3237255217100456,-0.6571601958114385,0.5165468190107101,-3.221252953158956,0.2934497707693486,595
-0.9390096540689998,-0.00703058276138666,-0.6201736729460423,-1.0,-0.2780334439720852,-1.3970234638052728,1.3404670069986044,1.2039732317869256,-1.0073848787537183,-1.2012917954996842,0.8202488191667499,0.956993990057766,0.735198324911776,-0.3716725782688848,0.46017899330842227,0.2934497707693486,438
-0.7945466303660768,-0.00703058276138666,-0.6201736729460423,1.0,1.1240340400272257,1.3801482882286775,0.46307042059951786,-0.02489017313203938,-0.08241392834469895,0.30544148321835557,1.2278838639087877,0.76701344955345,-0.11651919314113429,-1.4753893278705124,0.46017899330842227,-0.41300229953138584,334
-0.6500836066631537,-0.00703058276138666,-0.6201736729460423,1.0,0.8903561260273406,-1.3970234638052728,1.3404670069986044,-1.2537535780510043,0.6883951969961507,1.3976165198028214,-0.2739294588250357,0.8936671432229941,1.9329260846736802,-1.1470124100464625,0.46017899330842227,1.2017452897274357,395
-0.5056205829602307,-0.00703058276138666,-0.6201736729460423,1.0,1.4745509110270534,-1.3970234638052728,-1.2917227521986554,-0.02489017313203938,1.0652352138294556,0.13741455451305315,1.3780651961821704,0.1337449812057296,2.5317899645546325,-0.6039890759988779,-1.380536979925267,1.3531278762204502,583
-0.36115755925730764,-0.00703058276138666,-0.6201736729460423,1.0,1.4745509110270534,-1.3970234638052728,0.46307042059951786,1.2039732317869256,0.05461880504923062,-0.8473334292926127,-0.01647574635638007,0.6720231793012916,2.5317899645546325,-0.9352507349382251,0.46017899330842227,1.2017452897274357,497
-0.21669453555438456,-0.00703058276138666,-0.6201736729460423,1.0,0.8903561260273406,-0.7027305257967851,1.3404670069986044,-0.02489017313203938,0.003231530026506576,0.5134092392388528,-0.7030189796061281,-1.6077433067505016,1.1144787821697122,-0.2892354731528533,0.46017899330842227,0.9494409789057449,594
-0.07223151185146152,-0.00703058276138666,-0.6201736729460423,1.0,1.2408729970271684,-0.7027305257967851,1.3404670069986044,-0.02489017313203938,0.6027497386249452,-1.461595808002161,-0.4241107910984179,-0.879484568150623,1.4139107221101883,-0.6530363448805951,-1.380536979925267,1.7568147735351556,546
0.07223151185146152,-0.00703058276138666,-0.6201736729460423,1.0,1.2408729970271684,1.3801482882286775,0.46307042059951786,1.2039732317869256,0.05461880504923062,-1.5387229228177095,-0.488474219215582,-1.386099342828799,-0.04997876204325039,-0.25475197820235623,-1.380536979925267,0.19252804644067223,645
0.21669453555438456,-0.00703058276138666,-0.6201736729460423,1.0,1.4745509110270534,-0.7027305257967851,0.46307042059951786,1.2039732317869256,-0.8018357786628252,0.7213769952593501,-1.0891995483091113,1.6852527286576446,1.6135320154038395,-0.5500627594273559,0.46017899330842227,-1.7249847158041782,597
0.36115755925730764,-0.00703058276138666,-0.6201736729460423,1.0,1.3577119540271108,-1.3970234638052728,-1.2917227521986554,1.2039732317869256,0.7911697470415976,-0.15043485613783378,1.2493383399478422,-0.34120637005506066,2.4120171885784427,-1.0943501161274973,-1.380536979925267,0.04114545994765771,446
0.5056205829602307,-0.00703058276138666,-0.6201736729460423,1.0,1.1240340400272257,-1.3970234638052728,0.46307042059951786,-1.2537535780510043,-0.7161903202916197,-0.5319386204933155,0.19806901403416613,0.6720231793012916,2.1724716366260615,-0.18343384091837434,0.46017899330842227,-0.1102371265453568,648
0.6500836066631537,-0.00703058276138666,-0.6201736729460423,1.0,1.1240340400272257,-0.008437587788297523,-1.2917227521986554,-1.2537535780510043,-1.3670958039127818,-1.0938647427208843,-0.7888368837623465,-0.879484568150623,0.7009775317757216,-0.8952437111181191,-3.221252953158956,0.9494409789057449,475
0.7945466303660768,-0.00703058276138666,-0.6201736729460423,1.0,1.2408729970271684,0.6858553502201901,0.46307042059951786,-1.2537535780510043,0.020360621700747924,-0.9878149598495048,0.9489756754010779,-1.5760798833331153,0.3159936089951092,-0.3714211361182042,-3.221252953158956,0.5457540815910394,616
0.9390096540689998,-0.00703058276138666,-0.6201736729460423,-1.0,-0.2780334439720852,1.3801482882286775,-1.2917227521986554,-0.02489017313203938,0.2601679051401231,-0.7770926640141665,1.2278838639087877,-0.721167451063693,-0.9150043663157373,-0.13405974587561736,0.46017899330842227,1.605432187042141,480
1.0834726777719228,-0.00703058276138666,-0.6201736729460423,-1.0,-0.2780334439720852,-0.008437587788297523,1.3404670069986044,-0.02489017313203938,-0.9731266954052362,0.5822727346098784,-1.217926404543439,0.07041813437095752,-0.3256462623059111,0.42602764476565586,-1.380536979925267,-0.1102371265453568,579
1.227935701474846,-0.00703058276138666,-0.6201736729460423,-1.0,-0.5117113579719703,-0.7027305257967851,-1.2917227521986554,-1.2537535780510043,0.05461880504923062,-1.6915998825413863,1.056248055596351,0.5137060622143615,-0.0832489775921926,0.8616511708199794,0.46017899330842227,-1.0185326455034438,615
