timestamp,total_trucks_active,total_excavators_active,total_loaders_active,total_dozers_active,hourly_production_ton,average_cycle_time_min,fuel_consumption_l,queue_time_loading_min,queue_time_dumping_min,weather_impact,operational_status,shift_type,active_operators,power_consumption_kwh,water_usage_m3,safety_observations,near_miss_incidents,fleet_utilization_pct,productivity_index,hour,day_of_week,is_weekend,is_day_shift,trucks_per_excavator,production_per_truck,production_per_excavator,queue_efficiency,overall_efficiency,weather_impact_score,status_score,fuel_efficiency_l_per_ton,production_ma4h,cycle_time_efficiency,safety_performance,weather_impact_encoded,operational_status_encoded,shift_type_encoded
2025-08-14 00:00:00.621692,28,8,5,4,371,37.0,3638,9.1,2.1,Low,Normal,Night Shift,103,5130,249,4,1,56.0,13.25,0,3,0,0,3.111111111111111,12.793103448275861,41.22222222222222,79.58333333333333,55.311840651753656,80,75,9.779569892473118,371.0,94.5945945945946,60,1,1,1
2025-08-14 01:00:00.621692,31,5,6,2,460,31.1,2021,2.1,1.3,Low,Normal,Night Shift,139,5975,114,2,0,62.0,14.84,1,3,0,0,5.166666666666667,14.375,76.66666666666667,93.25,62.968261529964096,80,75,4.383947939262473,415.5,112.540192926045,90,1,1,1
2025-08-14 02:00:00.621692,31,4,5,2,606,38.6,4214,2.2,11.4,Low,Normal,Night Shift,132,6363,191,3,0,62.0,19.55,2,3,0,0,6.2,18.9375,121.2,67.83333333333333,60.546244131455396,80,75,6.942339373970346,479.0,90.67357512953367,85,1,1,1
2025-08-14 03:00:00.621692,29,6,4,2,349,38.3,3021,10.3,7.0,Low,Critical,Night Shift,123,5161,289,3,0,58.0,12.03,3,3,0,0,4.142857142857143,11.633333333333333,49.857142857142854,65.33333333333333,50.28914664457332,80,25,8.631428571428572,446.5,91.38381201044386,85,1,0,1
2025-08-14 04:00:00.621692,31,7,3,3,595,41.9,2337,10.6,7.5,High,Normal,Night Shift,120,10276,114,4,0,62.0,19.19,4,3,0,0,3.875,18.59375,74.375,63.58333333333333,58.8735639326153,40,75,3.9211409395973154,502.5,83.53221957040573,80,0,1,1
2025-08-14 05:00:00.621692,31,4,6,4,438,29.0,2391,13.7,9.5,Low,Normal,Night Shift,120,8099,234,0,0,62.0,14.13,5,3,0,0,6.2,13.6875,87.6,53.41666666666667,50.2339478044739,80,75,5.446469248291572,497.0,120.6896551724138,100,1,1,1
2025-08-14 06:00:00.621692,43,8,5,3,334,34.4,3485,15.6,8.9,Low,Optimal,Day Shift,106,9488,114,1,0,86.0,7.77,6,3,0,1,4.777777777777778,7.590909090909091,37.111111111111114,51.75,49.90826429163214,80,100,10.402985074626866,429.0,101.74418604651163,95,1,2,0
2025-08-14 07:00:00.621692,41,4,6,2,395,38.9,4278,8.6,9.3,Low,Optimal,Day Shift,138,8314,185,3,0,82.0,9.63,7,3,0,1,8.2,9.404761904761905,79.0,62.416666666666664,53.96294531897266,80,100,10.803030303030303,440.5,89.97429305912597,85,1,2,0
2025-08-14 08:00:00.621692,46,4,3,3,583,41.1,3363,16.3,6.9,Medium,Reduced,Day Shift,141,10504,220,2,0,92.0,12.67,8,3,0,1,9.2,12.404255319148936,116.6,55.58333333333333,58.2711336647335,60,50,5.758561643835616,437.5,85.15815085158151,90,2,3,0
2025-08-14 09:00:00.621692,46,4,5,4,497,35.2,2648,9.8,8.6,Low,Optimal,Day Shift,138,8445,259,0,0,92.0,10.8,9,3,0,1,9.2,10.574468085106384,99.4,62.166666666666664,58.18040596520298,80,100,5.317269076305221,452.25,99.43181818181817,100,1,2,0
