timestamp,total_trucks_active,total_excavators_active,total_loaders_active,total_dozers_active,hourly_production_ton,average_cycle_time_min,fuel_consumption_l,queue_time_loading_min,queue_time_dumping_min,weather_impact,operational_status,shift_type,active_operators,power_consumption_kwh,water_usage_m3,safety_observations,near_miss_incidents,fleet_utilization_pct,productivity_index,hour,day_of_week,is_weekend,is_day_shift,trucks_per_excavator,production_per_truck,production_per_excavator,queue_efficiency,overall_efficiency,weather_impact_score,status_score,fuel_efficiency_l_per_ton,production_ma4h,cycle_time_efficiency,safety_performance,weather_impact_encoded,operational_status_encoded,shift_type_encoded
2025-08-14 00:00:00.621692,-0.612708284605931,1.3757489570731065,0.4593349543216079,1.2084793335998216,371,0.36679408047695805,0.5266877223363069,-0.1655642538918821,-1.3779948584619912,Low,Normal,Night Shift,-0.5575540318074311,-1.6680660738514859,0.8740286998391481,1.3528695204686025,4.423960733486292,-0.612708284605931,-0.519014658212887,0,3,0,0,-1.0995383035765272,-0.5327842491334636,-1.4337664778915624,1.1070463107704616,-0.5207099144552783,0.45825000621910206,-0.0906823277784308,1.3706506721945604,-2.425590138705608,-0.4926970015946248,-3.4809323249404347,1,1,1
2025-08-14 01:00:00.621692,-0.26314412857085145,-0.7125277451601404,1.3381334497464727,-1.2448245767156054,460,-0.6496722603581366,-1.7107589788629107,-1.673686140056863,-1.6310448500051873,Low,Normal,Night Shift,1.2529191595462175,-1.2478145488544217,-1.460856866443013,-0.06121137196410086,-0.2260417893022193,-0.26314412857085145,-0.24652595257091744,1,3,0,0,0.1331800294572453,-0.24624911797380114,0.06234331292686372,2.3500456772495766,0.8786849661368856,0.45825000621910206,-0.0906823277784308,-1.0914544001742503,-1.6206630873087688,0.5268776633719079,0.17104556959757533,1,1,1
2025-08-14 02:00:00.621692,-0.26314412857085145,-1.4086199792378893,0.4593349543216079,-1.2448245767156054,606,0.642445969516984,1.3237002763812973,-1.6521415416830776,1.5637112932276631,Low,Normal,Night Shift,0.900882705671897,-1.0548469847137578,-0.12910732123022486,0.6458290742522508,-0.2260417893022193,-0.26314412857085145,0.5606575716892567,2,3,0,0,0.7528708671444929,0.5801744142673501,1.9420950501056256,0.038370026175612915,0.4360030913951157,0.45825000621910206,-0.0906823277784308,0.07597886018435546,-0.47205931733799816,-0.7154687383502883,-0.4376174128254263,1,1,1
2025-08-14 03:00:00.621692,-0.4961868992609044,-0.016435511082391392,-0.41946354110325706,-1.2448245767156054,349,0.5907612403219784,-0.32705662809035807,0.09297092659354346,0.17193633974008474,Low,Critical,Night Shift,0.4482644078334848,-1.6526485622835463,1.5658466454042328,0.6458290742522508,-0.2260417893022193,-0.4961868992609044,-0.7280940424161593,3,3,0,0,-0.480799371937954,-0.7428579620054702,-1.0692865288520534,-0.18900790671690806,-1.4387279273406866,0.45825000621910206,-2.554504063645238,0.8467361735781587,-1.0599273885828808,-0.6751168082264655,-0.4376174128254263,1,0,1
2025-08-14 04:00:00.621692,-0.26314412857085145,0.6796567229953576,-1.2982620365281219,-0.018172621557891806,595,1.2109779906620366,-1.2735090360187842,0.15760472171489956,0.3300925844545823,High,Normal,Night Shift,0.2973916418873474,0.8912408464264937,-1.460856866443013,1.3528695204686025,-0.2260417893022193,-0.26314412857085145,0.49896201569484855,4,3,0,0,-0.6414335176518146,0.5179096275916469,-0.03438792354846573,-0.3481724597416727,0.13028059463605246,-3.2145515278560706,-0.0906823277784308,-1.302640334119332,-0.046985481207083006,-1.1212030620058142,-1.0462803952484279,0,1,1
2025-08-14 05:00:00.621692,-0.26314412857085145,-1.4086199792378893,1.3381334497464727,1.2084793335998216,438,-1.0114653647231706,-1.1987891090770662,0.8254872713022482,0.9627175633125724,Low,Normal,Night Shift,0.2973916418873474,-0.1914663369091382,0.6145969702522412,-1.4752922643968043,-0.2260417893022193,-0.26314412857085145,-0.3682032991154446,5,3,0,0,0.7528708671444929,-0.3707786913252075,0.5238392484018887,-1.272842720171257,-1.4488168416622058,0.45825000621910206,-0.0906823277784308,-0.6066096265511044,-0.14647084711006314,0.9898873154344439,1.3883715344435785,1,1,1
2025-08-14 06:00:00.621692,1.1351124955694665,1.3757489570731065,0.4593349543216079,-0.018172621557891806,334,-0.08114023921308403,0.3149812626681064,1.2348346404041717,0.7729300696551755,Low,Optimal,Day Shift,-0.4066812658612937,0.4993376491511249,-1.460856866443013,-0.7682518181804525,-0.2260417893022193,1.1351124955694665,-1.458158121683323,6,3,0,1,-0.10003695246806323,-1.4750781310447036,-1.6072964536291225,-1.4244280087662715,-1.5083433290136368,0.45825000621910206,1.1412285401549729,1.6551245837255792,-1.3764717346378177,-0.0864947577574454,0.779708552020577,1,2,0
2025-08-14 07:00:00.621692,0.9020697248794135,-1.4086199792378893,1.3381334497464727,-1.2448245767156054,395,0.6941306987119883,1.4122572268307407,-0.2732872457608093,0.8994550654267737,Low,Optimal,Day Shift,1.2026282375641717,-0.08453843409923426,-0.23288001306498757,0.6458290742522508,-0.2260417893022193,0.9020697248794135,-1.1393977490455471,7,3,0,1,1.9522724884746494,-1.1465278517263924,0.1608332991562897,-0.4542821617581823,-0.7672529471822873,0.45825000621910206,1.1412285401549729,1.8376713586053406,-1.1684568786588592,-0.7551982736650028,-0.4376174128254263,1,2,0
2025-08-14 08:00:00.621692,1.484676651604546,-1.4086199792378893,-1.2982620365281219,-0.018172621557891806,583,1.073152046142024,0.14616957587385496,1.38564682902067,0.14030509079718534,Medium,Reduced,Day Shift,1.3535010035103092,1.0046341573132755,0.3724606893044616,-0.06121137196410086,-0.2260417893022193,1.484676651604546,-0.6184130539816557,8,3,0,1,2.551973299139728,-0.603217836942436,1.747929077253328,-1.0757818449977399,0.020171988252255635,-1.3781507608184844,-1.3225931957118346,-0.4641970786038767,-1.2227216236968483,-1.028826184364565,0.17104556959757533,2,3,0
2025-08-14 09:00:00.621692,1.484676651604546,-1.4086199792378893,0.4593349543216079,1.2084793335998216,497,0.056685705306929575,-0.8431776049285202,-0.014752065275383749,0.6780363228264767,Low,Optimal,Day Shift,1.2026282375641717,-0.019387014247618375,1.0469831862304193,-1.4752922643968043,-0.2260417893022193,1.484676651604546,-0.9388871920637204,9,3,0,1,2.551973299139728,-0.9346543803303181,1.02191717876213,-0.4770199550474344,0.0035893211979613443,0.45825000621910206,1.1412285401549729,-0.6655656471094441,-0.9559199605934016,-0.2178713575998904,1.3883715344435785,1,2,0
2025-08-14 10:00:00.621692,0.9020697248794135,-0.7125277451601404,1.3381334497464727,-0.018172621557891806,594,0.005000976111924018,0.5239203176347619,-0.7041792132365181,-1.5994136010622877,Low,Normal,Day Shift,0.9511736276539428,-1.30799257787767,0.5108242784174786,-0.06121137196410086,-0.2260417893022193,0.9020697248794135,-0.30650774312103646,10,3,0,1,1.132681380565709,-0.28829806481973064,1.0050331811227995,1.6451740852827614,1.4797129505588116,0.45825000621910206,-0.0906823277784308,-0.303408561115898,0.21981618189636373,-0.1693109525005334,0.17104556959757533,1,1,0
2025-08-14 11:00:00.621692,1.2516338809144931,-0.7125277451601404,1.3381334497464727,-0.018172621557891806,546,0.6079894833869803,-1.4603088533730786,-0.42409943437730724,-0.871894875375599,Medium,Normal,Day Shift,1.7558283793666756,-0.7728557247453135,0.7702560080043853,-1.4752922643968043,-0.2260417893022193,1.2516338809144931,-0.6629709555331728,11,3,0,1,1.4325317858982483,-0.6522909995680838,0.6673532283361956,0.9251439644564446,0.9546565731178401,-1.3781507608184844,-0.0906823277784308,-1.2549767318205145,0.9026475569577275,-0.6886375070353151,1.3883715344435785,2,1,0
2025-08-14 12:00:00.621692,1.2516338809144931,1.3757489570731065,0.4593349543216079,1.2084793335998216,645,0.056685705306929575,-1.5377961850163417,-0.4887332294986637,-1.3779948584619912,Medium,Normal,Day Shift,0.1968097979232558,-0.5465664420545866,0.07843806243930057,-1.4752922643968043,-0.2260417893022193,1.2516338809144931,-0.2773737305681215,12,3,0,1,-0.033403529060831987,-0.25379636484358326,-0.14870665756476376,1.3344242436629836,1.6556865829603282,-1.3781507608184844,-0.0906823277784308,-1.5760460128226916,1.1830154063206715,-0.2178713575998904,1.3883715344435785,2,1,0
2025-08-14 13:00:00.621692,1.484676651604546,-0.7125277451601404,0.4593349543216079,1.2084793335998216,597,-0.8047264479431514,0.7328593726014173,-1.091981983964656,1.6902362889992613,Low,Optimal,Day Shift,-1.7142452373944845,0.9643496916034978,0.7010742134478769,1.3528695204686025,-0.2260417893022193,1.484676651604546,-0.565286325208693,13,3,0,1,1.6324320561199415,-0.5492630508095248,1.0261381781719623,-0.4467028973284314,0.46201848322156136,0.45825000621910206,1.1412285401549729,-0.202174295397041,1.6352216149705812,0.7174256280334057,-1.0462803952484279,1,2,0
2025-08-14 14:00:00.621692,1.3681552662595196,-1.4086199792378893,-1.2982620365281219,1.2084793335998216,446,0.7975001571019982,-0.14302421543760854,1.256379238777957,-0.33416364334630727,Medium,Reduced,Day Shift,0.04593703197711844,-1.0140651799211433,0.07843806243930057,0.6458290742522508,-0.2260417893022193,1.3681552662595196,-1.091412316605452,14,3,0,1,2.4320331370067128,-1.093837755567168,0.5913752389592098,-0.6437637725019494,-0.3862957947823285,-1.3781507608184844,-1.3225931957118346,0.12781128065787786,0.9659564261687148,-0.8328468844573075,-0.4376174128254263,2,3,0
2025-08-14 15:00:00.621692,1.1351124955694665,-1.4086199792378893,0.4593349543216079,-1.2448245767156054,648,-0.7185852326181433,-0.5263097666016057,0.20069391846247067,0.6780363228264767,Low,Optimal,Day Shift,-0.10493573396901895,1.1016152784664441,-1.149538790938725,1.3528695204686025,-0.2260417893022193,1.1351124955694665,-0.2071093473522677,15,3,0,1,2.192152812740681,-0.18244057625655175,2.2966590005315592,-0.6286052436424482,0.4453411734438017,0.45825000621910206,1.1412285401549729,-1.0690831451341694,1.4272067589916226,0.610186364534084,-1.0462803952484279,1,2,0
2025-08-14 16:00:00.621692,1.1351124955694665,-0.016435511082391392,-1.2982620365281219,-1.2448245767156054,475,-1.3732584690882046,-1.090860325716807,-0.7903576067316598,-0.871894875375599,High,Normal,Day Shift,0.9511736276539428,1.1990937387024496,-1.2533114827734877,-0.06121137196410086,-0.2260417893022193,1.1351124955694665,-0.8960430559564925,16,3,0,1,0.7186022493922029,-0.8946262354232724,-0.3095066350821942,1.182838955067968,0.7257599916568871,-3.2145515278560706,-0.0906823277784308,-0.7250209288548171,0.6584562042867762,1.5251884373357378,0.17104556959757533,0,1,0
2025-08-14 17:00:00.621692,1.2516338809144931,0.6796567229953576,0.4593349543216079,-1.2448245767156054,616,0.02222921917692587,-0.9843152447073206,0.9547548615449611,-1.567782352119388,High,Normal,Day Shift,0.5488462517975764,-0.019884353330455136,-1.6165159041951571,-0.06121137196410086,-0.2260417893022193,1.2516338809144931,-0.3904822498912032,17,3,0,1,0.33308029967893793,-0.3705271164295482,0.07641331095963869,0.45522956981190094,0.9923849484004869,-3.2145515278560706,-0.0906823277784308,-1.2089691927489528,0.744375383930259,-0.18559025021003211,0.17104556959757533,0,1,0
