date,coal_mined_ton,coal_hauled_ton,coal_stockpiled_ton,coal_shipped_ton,overburden_removed_bcm,strip_ratio,active_pits,working_hours,rain_delay_hours,blast_events,safety_incidents,workforce_present,average_ore_grade_pct,ash_content_pct,moisture_content_pct,operational_efficiency_pct,haul_efficiency_pct,year,month,day_of_week,is_weekend,week_of_year,overall_efficiency,production_rate_tph,ob_efficiency,cumulative_production,production_ma7,production_ma30,production_std7,weather_delay_ratio,target_achievement_pct,production_lag1,production_lag7,production_momentum,quality_consistency
2023-11-14,-0.7705198106213417,-0.5256645925840682,0.9070036431856949,0.07700837006220693,1.1289417342047714,0.30260251011046835,-0.07664364023621027,20,2,1.284664167231576,-0.22440969727312549,0.6269244283889316,-1.2231691104668685,0.5588971442535065,-1.4350863348954845,-0.004345911748137513,1.554537809930438,2023,11,1,0,46,0.32874746818580425,-0.5507443686383588,1.1614573475669256,-1.7587498001886666,-0.9465297558426855,-0.9956540213758481,,-0.2863278551913228,-0.770519810621342,,,,-0.35579524306852256
2023-11-15,-0.07963487526405488,0.17431126092499957,-0.8375857619197536,0.1182247933592439,-0.5019259261726242,-1.0876918364127135,-0.07664364023621027,23,4,-1.2329327242558081,-0.22440969727312549,-0.31291269365868674,-0.31117475059241656,-1.5748636631069346,1.7486175403212159,0.4031331530772939,1.5123326144931915,2023,11,2,0,46,0.7185284833279948,-0.7505438854549749,-0.9590155389808093,-1.754076894390815,-0.5216345934476758,-0.5509564718735963,-0.8426248110658173,0.5966444849976346,-0.07963487526405517,-0.7701634446137002,,0.779592893067162,-0.35579524306852256
2023-11-16,-1.0523674246996817,-1.2538147872451109,0.5018842242820135,-0.10606124341546555,-1.2455241997889341,0.02230123056950412,-1.3199738040680653,20,4,1.284664167231576,-0.22440969727312549,0.008007299235621955,-1.4999611729968578,1.551344031397898,1.7050051584689316,-0.8096021589031559,-1.4946878561012311,2023,11,3,0,46,-1.1125820454605613,-0.7942906918543013,-1.0784440490498874,-1.7500469621164618,-0.7788240881730903,-0.8201323726238785,-0.7614364850682804,0.9082817815349138,-1.0523674246996824,-0.07974510182841786,,-1.1000581460478602,-0.35579524306852256
2023-11-17,0.09174280533018998,-0.036057153009747066,-0.4184159585454244,0.71242822922486,0.5606269368882452,-0.897086966324858,1.1666865235956447,21,4,1.284664167231576,-0.22440969727312549,0.19139015231808407,-0.8115296328581665,0.5588971442535065,-0.5628386978498132,-0.4118249765735689,-0.7390110824959377,2023,11,4,0,46,-0.5613806945849386,-0.1036039338236174,0.36513274061982515,-1.7452607761459618,-0.555604172117977,-0.5865092145952543,-0.4488163697657965,0.7945094351800339,0.09174280533018966,-1.0518207115062268,,1.291672985920106,-0.35579524306852256
2023-11-18,-0.48150657923592527,-0.4561678844091965,-0.09525711572052253,0.6547252366090083,-0.35471611565975064,1.4574437818192423,-0.07664364023621027,21,5,1.284664167231576,-0.22440969727312549,-0.7484469697295343,1.267959452303035,0.8566312103968237,0.22218417549129116,-0.8096021589031559,0.11978621699408197,2023,11,5,1,46,-0.7667419154611161,-0.5753643662031673,-0.4572188709405781,-1.740853506432404,-0.562691878802699,-0.593927246319881,-0.9444963169593648,1.3633711669544322,-0.48150657923592566,0.09151683799818199,,-0.6486990128217476,-0.35579524306852256
2023-11-19,-0.3489426590550111,-0.08614487061325818,-1.3012484494511347,1.2379376262620811,0.35514657638069247,-1.2334485017740149,1.1666865235956447,22,0,-1.2329327242558081,4.456135417280635,0.3518501487652384,-0.32891783152382614,-0.681661464676983,-1.6095358623046188,1.6158684650577437,1.604828733459043,2023,11,6,1,46,1.9253121818186294,-0.7206451357200508,-0.04764229627001836,-1.7363586123344281,-0.5402413536562737,-0.57043040662564,-1.2677342578413753,-1.4809374919175595,-0.34894265905501193,-0.4813453997493297,,0.1487695902773034,-0.35579524306852256
2023-11-20,-1.1198436543413182,-1.004628392167643,-0.7603086473311902,0.31778097615573114,-0.8534365314036844,-0.49345312378586903,-1.3199738040680653,21,0,0.025865721487884047,-0.22440969727312549,-0.24414412375276345,-0.5773209645635602,0.8070088660396043,0.57108323030956,1.2083894002323123,0.7027347786817726,2023,11,0,0,47,1.333250717389054,-1.1006892643424775,-0.9052733314660143,-1.7323732816611526,-0.6596638775890842,-0.6954186589016762,-0.9956776460943714,-1.4809374919175595,-1.1198436543413186,-0.34887100727021764,,-0.8720172087826493,-0.35579524306852256
2023-11-21,0.24878925131028198,0.22064239970824734,-0.30601288278024114,1.079597866762631,1.5557086367973807,1.1547183999150015,-1.3199738040680653,19,5,1.284664167231576,-0.22440969727312549,-1.3215183856122283,-1.3367248284278899,-0.1854380211047872,-0.9553501345203654,-1.624560288554019,-0.14179343705940992,2023,11,1,0,47,-1.6204192530833228,0.66649841673017,1.9010517407897776,-1.7274832884244278,-0.48055632302474854,-0.5689250202221099,-0.5267252572268407,1.6627720784146418,0.24878925131028243,-1.11925137074109,-0.7704133669266544,1.5453516616944232,-0.35579524306852256
2023-11-22,0.2655090250267937,0.23879919733952013,0.6494132612238166,0.36140169081176193,-1.2790238682069277,-1.2334485017740149,1.1666865235956447,22,2,-1.2329327242558081,-0.22440969727312549,-0.03783841403499357,-0.7015225310834271,-1.1778849082491787,1.5741680129120805,0.800910335406881,-0.1320026528889,2023,11,2,0,47,0.7556178456078679,-0.23796184105671395,-1.4490600783559746,-1.7225822434635423,-0.41990947678093626,-0.4681495431801487,-0.20541584559832607,-0.39492873125734435,0.2655090250267942,0.24845722188109404,-0.08194074467771963,0.01788218841502262,-0.35579524306852256
2023-11-23,0.09174280533018998,0.16366762093425347,-0.22873576819167765,-0.4601790135758414,0.5606269368882452,1.3004750652763017,1.1666865235956447,19,3,-1.2329327242558081,-0.22440969727312549,1.2916872708128568,-0.9215367346329059,-0.2350603654620066,1.1816565762415292,-0.8096021589031559,0.4271498822537352,2023,11,3,0,47,-0.700900851970573,0.5236512200178752,0.9129581291674577,-1.7177960574930422,-0.21887252625646655,-0.4098985629130721,-0.7279295816278515,0.40528825028176135,0.09174280533018966,0.2651657038153965,-1.0512768740152432,-0.19733987959563498,-0.35579524306852256
2023-11-24,0.1962413910583881,-0.1180757905854965,1.7242676732283815,0.19344476587633633,1.3582493236575166,-0.07860723006524185,-1.3199738040680653,20,1,1.284664167231576,-0.22440969727312549,0.5352330018477005,0.24950660684012585,-0.3343050541764454,-1.4350863348954845,0.4031331530772939,-1.7939911439407605,2023,11,4,0,47,0.010273419036512467,0.2846401595112391,1.3777697328139737,-1.7129407982465372,-0.20051059184008757,-0.35000922529644196,-0.6549473124168638,-0.8836326735544411,0.19624139105838845,0.09151683799818199,0.08883854882741805,0.11705975580551374,-0.35579524306852256
2023-11-25,-1.0105679904084024,-1.1336042649966842,1.5603465210708227,0.888628438819693,0.023924502726726988,-1.2110243994107373,-1.3199738040680653,20,0,0.025865721487884047,-0.22440969727312549,-0.42752697683522556,-1.613516890957879,-0.5327944316053238,0.57108323030956,0.800910335406881,-0.9406102898091144,2023,11,5,1,47,0.5824041812131956,-0.7581715337502422,0.1190630960266222,-1.708883236661782,-0.2934744426567269,-0.4295646746528005,-0.0725314674958654,-1.4809374919175595,-1.0105679904084024,0.19594485008757215,-0.4824092622002202,-1.3645316590891698,-0.35579524306852256
2023-11-26,-0.16203947429543397,-0.14938061408769093,-0.03203038560260695,0.2830904865473917,0.6479148053013272,-0.8858749151432186,1.1666865235956447,20,2,-1.2329327242558081,-0.22440969727312549,-1.1152126758944585,-0.0627716175526826,1.700211064469557,-0.2575520248838286,-0.004345911748137513,0.06348015946854664,2023,11,6,1,47,0.009344648242245807,-0.02495262423784007,0.7076909344818105,-1.7042648000758658,-0.2606328113862887,-0.41285513195437457,-0.08281744542788924,-0.2863278551913228,-0.16203947429543467,-1.0100495066704707,-0.35030820590007883,0.9577077079725337,-0.35579524306852256
2023-11-27,0.10786544427111197,0.2801215643624168,1.1271263332258454,1.5017227353631177,-0.683343144577111,-1.0764797852310752,-1.3199738040680653,20,3,1.284664167231576,-0.22440969727312549,0.39769586203585394,0.08627026227115779,-0.9297731864630808,0.6146956121618425,-0.4118249765735689,1.0119760835046792,2023,11,0,0,48,-0.1862977872725825,0.2082739395197998,-0.5481226354246649,-1.6994679570856392,-0.04490631332871576,-0.37371438151759256,-1.0869999396239238,0.31097696317179535,0.10786544427111226,-0.16209404850462267,-1.1185175017716216,0.30394537599031674,-0.35579524306852256
2023-11-28,-1.168808705939674,-1.0634814603517686,-0.4512001889769362,-0.8867689947001739,0.9277078105389361,-1.2446605529556531,-1.3199738040680653,18,1,1.284664167231576,-0.22440969727312549,-0.7026012564589188,-0.8150782490444484,0.5588971442535065,1.1816565762415292,-0.4118249765735689,0.6339473144710484,2023,11,1,0,48,-0.26727618191193603,-0.3207283967121911,1.6172761072427473,-1.6955149921759776,-0.2939990693543381,-0.4493589043843182,-0.10566490138628931,-0.8172654715140947,-1.1688087059396746,0.10762858843483075,0.24533664705686478,-1.4434689066040505,-0.35579524306852256
2023-11-29,-0.41164181049193,-0.396688719755027,-1.73681036804122,0.15669345510314506,1.7482137736219077,1.31168711645794,-1.3199738040680653,20,0,-1.2329327242558081,-0.22440969727312549,-0.5650641166470721,1.275056684675599,1.2536099652545807,-0.2575520248838286,0.800910335406881,0.05924647528563401,2023,11,2,0,48,0.7965857524032683,-0.240635596916365,1.745634313897689,-1.6910615420436048,-0.4129844043724739,-0.45462775679667156,-0.39189585558221457,-1.4809374919175595,-0.41164181049192977,-1.16818335354869,0.26199804154517087,0.8544820766069205,-0.35579524306852256
2023-11-30,0.2499835208614614,0.4566807689147934,1.6399653664044942,1.604076853217426,-0.7029239366805862,0.33623866365538535,1.1666865235956447,23,0,1.284664167231576,4.456135417280635,1.6813758336130888,-1.1592940191137941,0.16191838939575035,0.7455327577186935,2.0136456473873308,1.2002124261382505,2023,11,3,0,48,2.2279645366886367,-0.5028696584557114,-1.123891323763852,-1.6861707593980113,-0.38517918939909984,-0.4091750730770835,-0.23511765245279634,-1.4809374919175595,0.24998352086146175,-0.41152781452385173,0.08883854882741805,0.7465337039369982,-0.35579524306852256
2023-12-01,0.3431365458534551,0.15740665623381458,-1.3644751795690502,0.25149122868633006,-0.055342318318666456,-0.044971076520325864,1.1666865235956447,20,0,-1.2329327242558081,-0.22440969727312549,0.9707672779185481,0.5262986693701152,-0.8305284977486411,0.39663370290042477,0.800910335406881,-1.0221050548835406,2023,12,4,0,48,0.5649470039086519,0.4115732008483623,0.04428844433628468,-1.681218402860665,-0.35936755587664726,-0.36211055197549263,-0.07367405297873095,-1.4809374919175595,0.34313654585345527,0.24965068487640138,0.19297226437933127,0.10424088655096046,0.0859104441481187
2023-12-02,1.045964176722536,1.0145327237238984,1.3191482543247002,-1.628664614046839,-0.539200205116589,0.4707832778350473,1.1666865235956447,18,4,-1.2329327242558081,-0.22440969727312549,-1.5736698086006138,-1.6454544366344164,0.509274799896287,-1.0425748982249323,-1.624560288554019,-0.08985298630278281,2023,12,5,1,48,-1.6092929720601397,1.8057153716680583,0.07974705892753624,-1.6758014792041298,0.0019953134376911297,-0.27238075635726516,0.5171609010993844,1.1737505896962994,1.0459641767225356,0.34274079851037204,-1.009623387794478,0.7930864396509022,0.0859104441481187
2023-12-03,0.9629624429155672,1.2505710929304446,1.5299040213844188,-1.3418670019382903,-1.1445533682192068,-0.594361584420616,-0.07664364023621027,22,2,-1.2329327242558081,-0.22440969727312549,-0.12952984057622463,-1.1309050896235386,0.21154073375296975,1.6177803947643647,0.800910335406881,1.5661934466944825,2023,12,6,1,48,1.1193922595992145,0.30992357018408107,-1.3337420278595118,-1.6704394194639647,0.1996746530974523,-0.1969664605584934,1.073971333525191,-0.39492873125734435,0.9629624429155669,1.0450937712487276,-0.16405761751294262,-0.09478892555920879,0.0859104441481187
